,year,accession_number,hex,value_x,hex0,hex1,hex2,value_y
3804,1840,D32216,#9a968d,615,#aaa293,#766455,#e9e3d5,915
3805,1840,D28988,#9c9689,630,#9f998b,#776653,#e9e5da,510
3806,1840,D32256,#9d856b,645,#a58f75,#896f56,#9a805f,660
3807,1840,D32257,#9e8161,660,#ab8f6f,#9d7f5c,#8a6f52,960
3808,1840,D28955,#9e9484,675,#a69d8f,#7d6d56,#ece8dd,735
3809,1840,D32205,#9e9b8e,690,#a29d91,#e8e2d5,#756e5e,585
3810,1840,D28950,#9f9786,705,#a29c8d,#807055,#958361,570
3811,1840,D32206,#9f9b92,720,#a39d91,#ede7d9,#899398,645
3812,1840,D28992,#a0988a,735,#a19a8c,#e9e6db,#8b725c,555
3813,1840,D32183,#a09e96,750,#a29e94,#9b9e9c,#e3d7bc,600
3814,1840,D32176,#a0a69a,765,#acac9e,#e4e1d2,#95a399,1020
3815,1840,D28987,#a19381,780,#a69b8d,#896b4d,#e8e4d7,705
3816,1840,D29020,#a19a88,795,#a39c8b,#ece9dd,#827055,615
3817,1840,D29000,#a19a8c,810,#a39c8e,#eae6dc,#7b7363,630
3818,1840,D32214,#a19c91,825,#a9a296,#f2ede1,#766f64,885
3819,1840,D32247,#a28666,840,#b19976,#826347,#e7e1d1,1095
3820,1840,D36192,#a2aca3,855,#a0ada3,#e2dece,#b0b2a1,540
3821,1840,D35910,#a39070,870,#ac9876,#756653,#d5ccb8,1005
3822,1840,D28974,#a49982,885,#a69c86,#9b8755,#eae7da,720
3823,1840,D28993,#a4a19b,900,#a6a39b,#eae7dc,#93979d,765
3824,1840,D28963,#a59c8b,915,#a8a091,#806d52,#ebe7dc,840
3825,1840,D28979,#a59f96,930,#a8a095,#8e9398,#e9e3d3,855
3826,1840,D24776,#a69f91,945,#a6a091,#eae7dc,#857864,750
3827,1840,N02366,#a79874,960,#b7a787,#78673b,#efede0,1185
3828,1840,D28998,#a79f8e,975,#a8a08f,#eae7dc,#938561,825
3829,1840,D32201,#a7a093,990,#a7a093,#f0ebdf,#7f776f,795
3830,1840,D32213,#a89e95,1005,#afa69b,#f2ece1,#7d6b61,1080
3831,1840,D32208,#a8a094,1020,#a8a194,#ece1c7,#7a6f64,870
3832,1840,D32184,#a8a297,1035,#aaa398,#e4d7bd,#797167,945
3833,1840,D28966,#aa9f8c,1050,#ab9f8b,#ece8dd,#897466,975
3834,1840,D28949,#aaa395,1065,#aaa395,#eae7dc,#8d6b4c,930
3835,1840,D28967,#aba190,1080,#aba08d,#e8e5d9,#c7c2ad,990
3836,1840,D32189,#ada091,1095,#afa292,#e4e1d9,#816a58,1065
3837,1840,D36152,#ae9f91,1110,#af9e8e,#dcd7cf,#866b5d,1050
3838,1840,D32219,#b19d81,1125,#b5a183,#ede6d5,#84614a,1155
3839,1840,D32188,#b1afa6,1140,#b4b1a3,#a4a7ad,#f4f0e7,1140
3840,1840,D32181,#b3a28e,1155,#ae9c88,#d6cebf,#8c6c57,1035
3841,1840,D36153,#b5ae9d,1170,#b3ac9c,#efebde,#cfc6a0,1110
3842,1840,D36158,#b5b4b0,1185,#b9b4aa,#aaafb5,#eae7df,1245
3843,1840,D32169,#b8a184,1200,#b7a083,#e6d9bb,#d2c1a2,1170
3844,1840,D36150,#b8b1a6,1215,#b8b0a4,#e9e7de,#c4c1b7,1215
3845,1840,D32186,#b8b3ab,1230,#b7b3aa,#f2eee7,#79685c,1200
3846,1840,D32187,#bcb8b1,1245,#b8b3ab,#dddad2,#c3c1b8,1230
3847,1840,D36151,#beb9b1,1260,#b4aea6,#eae7df,#7c6e67,1125
3848,1840,D36085,#bfab8e,1275,#bca88b,#cfc3a7,#7f6d54,1290
3849,1840,N03480,#c2a880,1290,#c3a980,#332a18,#716042,1410
3850,1840,D35927,#c3b29b,1305,#c1ad94,#dbd2c1,#cfc1aa,1380
3851,1840,D36168,#c3b9a2,1320,#bcae93,#d1ccbc,#cac2ae,1305
3852,1840,D32148,#c3bda6,1335,#bdb8a0,#e1d4ba,#ccc3a9,1335
3853,1840,D32211,#c4ad8e,1350,#c1aa8c,#ebddc2,#d6c0a1,1365
3854,1840,D32173,#c4b6a1,1365,#c0b09a,#e4dccd,#795d45,1350
3855,1840,D33672,#c4c4b0,1380,#c7c5b0,#cfcbb5,#a1b4a8,1470
3856,1840,D33673,#c5c6ae,1395,#c8c7ad,#d1cdb5,#98aba0,1485
3857,1840,D32190,#c6c1b9,1410,#bbb3a9,#d6d2ca,#c4c1b7,1275
3858,1840,D35875,#c6c2b0,1425,#d1cbba,#bab8a4,#c7c3b0,1515
3859,1840,T09305,#c8b495,1440,#c7b190,#796b58,#d5bf9f,1455
3860,1840,D32168,#c8c3b2,1455,#d5d0c1,#b1ab8f,#cac3af,1590
3861,1840,D35943,#c9b791,1470,#c5b28c,#d3c29b,#99a79c,1425
3862,1840,D36079,#cabba1,1485,#c5b499,#cfc2a9,#d4c8ae,1440
3863,1840,D36077,#cabda5,1500,#bdae94,#d7d0bd,#d0c3a4,1320
3864,1840,D33668,#cbc3b0,1515,#d5cdbb,#b8af9b,#cac2ae,1575
3865,1840,D35999,#ccbca6,1530,#bbaa95,#e4d7c4,#d1c1a8,1260
3866,1840,D32151,#cdb89c,1545,#c9b499,#d5bfa0,#eee5d5,1500
3867,1840,D36000,#cec6b7,1560,#d1cebf,#b3a291,#c9c3af,1530
3868,1840,D35882,#d1c0a9,1575,#c2aa92,#dacdb6,#cec1ab,1395
3869,1840,D36302,#d1c8b9,1590,#dad1c1,#bdaf9c,#d2c3a4,1665
3870,1840,D36048,#d1c9a8,1605,#dcd3b5,#d1caa3,#b7b098,1710
3871,1840,D32178,#d1cab3,1620,#d7cfb9,#cbc5ac,#bbb59c,1620
3872,1840,D36173,#d1cab7,1635,#d3cdbb,#ccc3ab,#c2b89f,1560
3873,1840,D32175,#d2c1a1,1650,#d2c2a2,#cbb493,#d9caaf,1545
3874,1840,D32166,#d2c5a9,1665,#e0d6be,#bfb095,#d1c4a5,1860
3875,1840,D32177,#d3c4a8,1680,#d7c8ae,#d2c2a7,#c9b79b,1605
3876,1840,D32174,#d3c9b3,1695,#ddd5c0,#b5a98e,#d1c3a5,1770
3877,1840,D35851,#d3cfc1,1710,#d7d2c3,#b7b7ac,#a1aca7,1635
3878,1840,D35980,#d5c196,1725,#e2d4ba,#dac692,#c7b286,1905
3879,1840,D32172,#d5cdb7,1740,#dbd1bc,#bcb193,#c9c5ab,1695
3880,1840,D32170,#d6c9b0,1755,#d8cbb3,#d0c3a8,#c8b59a,1650
3881,1840,D35949,#d7cbb2,1770,#ddd4bc,#bfa996,#dbc99a,1740
3882,1840,D35901,#d7d1b3,1785,#ddd5b8,#d0c9a6,#b8baa3,1755
3883,1840,D32162,#d9cbae,1800,#eadbc3,#c0a282,#e2c690,2400
3884,1840,D36190,#d9d5c4,1815,#ded8c7,#9fb0a1,#c6c5ae,1785
3885,1840,D32171,#daccae,1830,#e0d2b7,#bfb496,#d3c3a1,1845
3886,1840,D32127,#daceb4,1845,#e7dcc7,#baae8d,#cfc6a3,2145
3887,1840,D36296,#dacfc4,1860,#dad1c6,#cbb392,#d6c1a0,1680
3888,1840,D32153,#dad2bf,1875,#e1d9c6,#bbb199,#d0c5a7,1890
3889,1840,D35874,#dad4bf,1890,#dcd7c3,#cec6a9,#c0b398,1725
3890,1840,D32126,#dbd5c5,1905,#e2dccb,#baab95,#cbc5a9,1935
3891,1840,D32150,#dcc0a2,1920,#e5d4bc,#ceab8c,#ddbe9c,1995
3892,1840,D32158,#dcccad,1935,#e8dbc1,#c0ac8b,#d7c39f,2205
3893,1840,D32165,#dcd2c1,1950,#e1d8c6,#c3b29d,#d0c0a8,1875
3894,1840,D32124,#dcd3c5,1965,#e4ddce,#b2a596,#cdc2ac,1980
3895,1840,D32179,#dcd7d0,1980,#dfd8cf,#cccfd5,#d1d4d2,1830
3896,1840,D32149,#ddcfb7,1995,#dfd1b9,#c0b29c,#cec2ab,1815
3897,1840,D32138,#dedacc,2010,#dedacc,#b6ac96,#ccc5ad,1800
3898,1840,D32154,#dfcda2,2025,#ecdfbe,#c9ad81,#dbc795,2550
3899,1840,D32163,#dfd4bc,2040,#e2d8c1,#cab290,#d4c3a1,1920
3900,1840,D32167,#e0d1b2,2055,#e3d4b5,#bcb395,#d4c4a2,1950
3901,1840,N05239,#e0d2c1,2070,#e9d8c7,#baaa8f,#889d8e,2280
3902,1840,D32123,#e1dbc9,2085,#e9e1d0,#b9ab96,#cdc4aa,2370
3903,1840,D32164,#e2cdb0,2100,#eaddc3,#c89772,#8f5c42,2415
3904,1840,D32157,#e2d9c2,2115,#e6ddc7,#b6b092,#ccc7a5,2100
3905,1840,D32128,#e2dac4,2130,#eae0ca,#b8ab8e,#c9c5a7,2430
3906,1840,D32134,#e3dac3,2145,#e5dbc5,#ccc4ab,#bfb9a0,2040
3907,1840,D32122,#e3dccb,2160,#e5decc,#c2ae94,#cfd2d0,2070
3908,1840,D33671,#e4e0ca,2175,#e5e1cb,#d5d1a0,#c7d4c4,2085
3909,1840,D35889,#e5d9c2,2190,#e5dac4,#dac896,#c3af82,2010
3910,1840,D32142,#e5d9c4,2205,#e5dac5,#bbab92,#cfc3a9,2025
3911,1840,D32118,#e5ddca,2220,#e5deca,#b7b099,#c9c5ad,2055
3912,1840,D33666,#e5ddca,2235,#e8e0cd,#b4ab8d,#d1c6a4,2235
3913,1840,D32132,#e5dec9,2250,#e7dfc9,#bbb39c,#cbc5ab,2175
3914,1840,D32155,#e5deca,2265,#eae2ce,#b5aa8c,#cec5a6,2445
3915,1840,D32141,#e5e0d3,2280,#e6e1d3,#cfd2d0,#cbcfd1,2130
3916,1840,D32120,#e6dac2,2295,#ebe0c9,#c2af88,#d6c59d,2490
3917,1840,D33667,#e6decd,2310,#e8e0ce,#bbad96,#cec3aa,2250
3918,1840,D32147,#e6dfcd,2325,#e6decc,#c5ccc7,#ccc3ac,2115
3919,1840,D32161,#e7ddca,2340,#e9decd,#ccb39c,#9cb3a0,2310
3920,1840,D32129,#e7dec7,2355,#ebe2cd,#c1ae90,#d2c4a3,2505
3921,1840,D27546,#e7dec9,2370,#e8dfca,#b9aa97,#cfc1aa,2220
3922,1840,D32160,#e7dfcd,2385,#eae2d0,#bdad8d,#d0c3a6,2460
3923,1840,D32159,#e7e0cd,2400,#e7e0cd,#baaf9a,#cac4ad,2190
3924,1840,D36174,#e8d3b5,2415,#eedcc0,#c2a98a,#dcc299,2685
3925,1840,D32140,#e8dbc6,2430,#e9ddc9,#be9d82,#dcc29c,2295
3926,1840,D32146,#e8dfca,2445,#e7dec9,#cab89f,#d1c2a8,2160
3927,1840,D32156,#e8e0c9,2460,#ede5cf,#c3aa8a,#d7c29e,2640
3928,1840,D32131,#e8e2cf,2475,#e9e1ce,#c7d3c4,#c4b59c,2355
3929,1840,D32125,#e8e4d2,2490,#ede6d4,#bfad8b,#c0cfbc,2670
3930,1840,D36187,#e9dfcd,2505,#e9dfce,#b7ab90,#d4c5a1,2325
3931,1840,D32137,#e9e1d0,2520,#e8e1d0,#c0b69f,#ccc3ab,2265
3932,1840,D32139,#e9e3d2,2535,#e9e2d2,#cbcfcd,#c3b59f,2385
3933,1840,D32135,#e9e3d4,2550,#eae4d5,#b6b0a0,#c8c2b1,2475
3934,1840,D32121,#eaddc9,2565,#ece0cb,#c7ae8d,#d2c2a4,2565
3935,1840,D32117,#eae1cf,2580,#e9e1ce,#c5b4a2,#cdc1ae,2340
3936,1840,D33674,#ebe5d5,2595,#ebe5d6,#ced5ce,#c7c3b3,2535
3937,1840,D32133,#ece1c3,2610,#ede1c3,#bbab92,#d6c4a0,2610
3938,1840,D32130,#ece4ce,2625,#ece4ce,#bfab8f,#d3c4a5,2580
3939,1840,D32119,#ece5d5,2640,#ebe4d5,#c2b39c,#d1c2a6,2520
3940,1840,D32143,#ede4ce,2655,#ede3cd,#cfc2aa,#c6b8a1,2625
3941,1840,D32136,#ede6d8,2670,#ece5d7,#c2b39f,#cec1ab,2595
3942,1840,D32145,#eee7d5,2685,#ede5d4,#d5c5a1,#c3b097,2655
3943,1840,D35948,#f0e6d1,2700,#f0e5ce,#dac89a,#c4b289,2700
3944,1841,N02361,#847d6b,15,#6f6956,#a19885,#8b836d,15
3945,1841,N02365,#90866d,30,#9f947b,#736b55,#8e8469,45
3946,1841,D27846,#968d7d,45,#b09e89,#776b5b,#909991,120
3947,1841,N01727,#998972,60,#9f8f79,#786853,#918168,30
3948,1841,T01022,#a2a399,75,#a2a399,#d5d6d0,#c2c2b6,60
3949,1841,D33543,#a3a08b,90,#ada58d,#8a9a8d,#d9d3c1,90
3950,1841,D27848,#aba898,105,#b1a997,#dbcbb5,#929c93,150
3951,1841,D33503,#aca79b,120,#b1a695,#765e49,#9ca4a1,135
3952,1841,N02364,#afa590,135,#aca18a,#71674f,#d9d1c1,75
3953,1841,D27850,#b1a58f,150,#b29e85,#d6d0be,#726356,165
3954,1841,D33547,#b3af9d,165,#afa996,#99a497,#d7d1be,105
3955,1841,D36211,#b49770,180,#bca27a,#856240,#ddd8c6,555
3956,1841,D35838,#b8a183,195,#b9a284,#d9cfb7,#8a714f,390
3957,1841,D27847,#b8aa9b,210,#b2a494,#dacebd,#756258,180
3958,1841,D33552,#baa487,225,#bba689,#8c6a48,#cfc2a5,480
3959,1841,D36258,#baaf8e,240,#bbaf8c,#dcd8c5,#ccc3a5,540
3960,1841,D36183,#bbae97,255,#b4a78e,#e3d9c8,#d2c2a2,240
3961,1841,D33562,#bcad92,270,#bbaa8e,#846c4d,#dcd5bf,510
3962,1841,D36139,#bcae8e,285,#bba884,#e3decc,#cdc4aa,495
3963,1841,D36202,#bcc1b0,300,#c3c5b3,#99a99b,#d7d5c5,810
3964,1841,D33504,#beb093,315,#baaa8c,#d0c4a3,#dcd7c3,435
3965,1841,D36268,#bfb197,330,#b6a78c,#cfc3aa,#d9d1c0,285
3966,1841,D33556,#bfb69e,345,#b8ae96,#dbd4c0,#cfc3a7,360
3967,1841,D33546,#c0b29c,360,#baab94,#d6c9b4,#cec1ab,450
3968,1841,D36246,#c1b193,375,#c0b092,#dbd4bd,#857565,690
3969,1841,D27852,#c1b69f,390,#b8a791,#dcd2ba,#91a29b,345
3970,1841,D33496,#c1b7a0,405,#b2a790,#cdc3aa,#ddd5c0,195
3971,1841,D36201,#c4b9a3,420,#b4a993,#d0c2a8,#d8cfbc,255
3972,1841,D33544,#c4bba6,435,#b7ad96,#d2cab7,#cec2a9,330
3973,1841,D33559,#c5b393,450,#c1ab8b,#ded5bd,#d2c2a3,705
3974,1841,D33545,#c5b8a1,465,#bdb09a,#cec2aa,#d4c8b2,615
3975,1841,D33489,#c5bea8,480,#b8b29c,#cec3a8,#d7d3c3,375
3976,1841,D33501,#c6b28e,495,#bdab88,#d7c29d,#dcc9ac,600
3977,1841,D33553,#c6b9a2,510,#bbad96,#d9d0b8,#cfc2a8,525
3978,1841,D33481,#c6bfa9,525,#b9ab8c,#ded8c6,#cfc3a4,405
3979,1841,D33479,#c7b89a,540,#bfab86,#d0c2a5,#7e6847,645
3980,1841,D33497,#c7b99a,555,#baac8b,#ddd2ba,#d1c3a6,465
3981,1841,D33568,#c8ae94,570,#c2a58a,#d6c7b0,#d3c1a4,750
3982,1841,D33591,#c8b092,585,#c2a27e,#dbd1be,#d0c2a8,735
3983,1841,D33533,#c8bc9f,600,#e6ddc2,#afa489,#d6c3a0,2040
3984,1841,D27851,#c8bda8,615,#b6a691,#dcd2bd,#9aaba4,270
3985,1841,D27854,#c8c0ae,630,#b2a999,#d9d3c0,#77695f,210
3986,1841,D36075,#c9bfa5,645,#cbc2a9,#c2b79c,#d5caaf,900
3987,1841,D33491,#c9bfa7,660,#beb39a,#d8ceba,#cfc3a7,630
3988,1841,D33490,#c9bfa9,675,#bfb39a,#d7ceb9,#cdc3ab,660
3989,1841,D36127,#cab998,690,#e6dac0,#b4a588,#ddc696,2010
3990,1841,D27849,#cab999,705,#bda887,#dfd3b8,#d3c3a0,585
3991,1841,D33565,#cabb9f,720,#c1ad8c,#d9d1bd,#cec2aa,720
3992,1841,D36065,#cabda6,735,#baa892,#cec4a7,#e0d9c9,420
3993,1841,D33487,#cabea3,750,#b6ab94,#dbceb1,#d4c5a4,300
3994,1841,D27853,#cac4b5,765,#d7d0c0,#c0ad99,#a4b2ad,1095
3995,1841,D33589,#cbb395,780,#c4a786,#dbcdb6,#d3c1a4,825
3996,1841,D33495,#cbc0a8,795,#b7a98e,#dccdb3,#cec3a9,315
3997,1841,D33574,#ccb492,810,#c7a87e,#d4c9b4,#d2c2a4,840
3998,1841,D33561,#ccbc9f,825,#bca98a,#d9cbb1,#d1c2a7,570
3999,1841,D33498,#ccbd9c,840,#d1c2a0,#c4b595,#dfd9c4,945
4000,1841,D33483,#ccc5ad,855,#d5ceb9,#ccc4ab,#bdb49a,1020
4001,1841,D36067,#ccc5b8,870,#d9d3c7,#baaa98,#cbc2ae,1200
4002,1841,D33563,#cdbb9b,885,#c8b695,#d3c1a0,#ddd1b3,855
4003,1841,D33478,#cdc09f,900,#c2b38f,#d1c3a0,#d8d1bb,795
4004,1841,D36122,#cdc0a6,915,#ded3bb,#c2af93,#d0c3a7,1440
4005,1841,D40181,#ceb89b,930,#c0a688,#e4d8c1,#d8c29e,675
4006,1841,D27596,#ceb9ab,945,#c9a58d,#d5c8bd,#b86236,870
4007,1841,D36188,#cec0a4,960,#ded5c0,#d4c4a2,#b8a78f,1470
4008,1841,T08183,#cec2ae,975,#b4a691,#e1d8c6,#716455,225
4009,1841,D36209,#cecebe,990,#d5d3c3,#9fafa2,#b2b19d,1035
4010,1841,D36169,#ced0c2,1005,#dfdcce,#a2b4ad,#b3ac93,1545
4011,1841,D36186,#cfbea2,1020,#e6dac5,#bca688,#d6c2a0,2025
4012,1841,D33531,#cfc4a9,1035,#c2ac87,#d8cdb4,#cfc4a8,765
4013,1841,D36123,#d0bfa9,1050,#c2ac94,#e3d7c3,#d3c0a7,780
4014,1841,D33566,#d0c3ab,1065,#d8cfb9,#bfaa8a,#cec3aa,1155
4015,1841,D33634,#d0c3af,1080,#d8d0bd,#c5b29c,#d0c1a9,1170
4016,1841,D33555,#d0c5ac,1095,#d7cdb5,#c0b49a,#cfc3a7,1080
4017,1841,D36125,#d0c7b4,1110,#e1d9c8,#b0a18c,#73624f,1710
4018,1841,D36147,#d0cdbc,1125,#e2dcc9,#b1a78e,#a3b0aa,1845
4019,1841,D33588,#d1bfa0,1140,#dbd1b9,#c6ae8d,#d5c39d,1245
4020,1841,D33554,#d1c8b2,1155,#d9d0bc,#c0b39c,#d0c2a8,1185
4021,1841,D33570,#d2bd9e,1170,#e0d2ba,#c4ac8c,#d8c29c,1590
4022,1841,D33485,#d2c09f,1185,#e1d2b4,#be9f74,#8c6f4d,1650
4023,1841,D27600,#d2c3b0,1200,#d5c9bc,#ccb391,#d2c1a4,975
4024,1841,D33635,#d2c4ac,1215,#d8ccb6,#c2ae9c,#d4c6a3,1125
4025,1841,D36325,#d2c7b2,1230,#dad2bf,#c2b092,#cfc2a8,1230
4026,1841,D36141,#d2c9b5,1245,#d5ccb9,#cec3aa,#beb09a,990
4027,1841,D33536,#d3ba8f,1260,#cbaf84,#dac396,#e7d9b9,885
4028,1841,D33560,#d3c4a8,1275,#d8caaf,#c0b398,#d1c3a6,1110
4029,1841,D36066,#d3c5ad,1290,#ded2be,#bda788,#7f6b54,1425
4030,1841,D33551,#d3c8ad,1305,#dad1b7,#baa889,#cfc3a7,1215
4031,1841,D33549,#d3cbb5,1320,#d5cdb6,#cfc4ab,#c4b8a0,1005
4032,1841,D33534,#d3cbb6,1335,#e3d8c1,#bbab8e,#a4aca9,1905
4033,1841,D40165,#d4cbb3,1350,#d4ccb5,#cfc5a9,#c2baa1,960
4034,1841,D33494,#d5cab1,1365,#d8cdb5,#d3c6a5,#bdaf95,1140
4035,1841,D27602,#d5cac0,1380,#d6ccc2,#c9a996,#cfbfad,1065
4036,1841,D33499,#d6ba92,1395,#ccb089,#dec298,#e3cba7,915
4037,1841,D33532,#d6c19c,1410,#e3d0b1,#c1a983,#dbc398,1875
4038,1841,D27595,#d6c7bb,1425,#d6cbc0,#cea287,#ba492e,1050
4039,1841,D33488,#d6c9ac,1440,#e2d5bd,#beab85,#d0c4a2,1740
4040,1841,D36142,#d6cfba,1455,#dfd9c5,#b5aa90,#cfc5a7,1530
4041,1841,D33538,#d7c7a9,1470,#ded1b4,#bfaa88,#d4c3a2,1410
4042,1841,D33661,#d7c8b0,1485,#e1d1b9,#baab95,#211b16,1635
4043,1841,D33529,#d7c9aa,1500,#dccfb3,#d3c5a1,#c8af87,1260
4044,1841,D33526,#d7ccb9,1515,#ddd3bf,#bcad9b,#ccc3ad,1320
4045,1841,D33665,#d8c5ab,1530,#deceb4,#c6ad92,#d4c1a4,1380
4046,1841,D36145,#d8d8c8,1545,#e2dfcd,#ccd5cc,#c1ad83,1860
4047,1841,D33505,#d9bf9b,1560,#cfb692,#e2cca9,#dac19c,930
4048,1841,D33658,#d9c6ad,1575,#ddccb4,#cab39a,#d6c0a2,1290
4049,1841,D36060,#d9ccb7,1590,#ded5c0,#cab39d,#dac59b,1455
4050,1841,D36242,#d9cebd,1605,#e1d5c3,#bbae9b,#d3c1a5,1680
4051,1841,D33528,#d9d0b6,1620,#e2d8bd,#c2a77a,#d8c697,1770
4052,1841,D33663,#dac7b3,1635,#ddccb6,#caad9b,#1f1a15,1305
4053,1841,D33527,#dacaa6,1650,#e2d9c2,#dfc68f,#c5ac83,1800
4054,1841,D33567,#dacfb7,1665,#ddd5c1,#c7af88,#d5c39f,1335
4055,1841,D36216,#dad4c3,1680,#e2dac8,#a2aea4,#b1b09f,1815
4056,1841,D33480,#dbceb6,1695,#e0d2ba,#c0b5a3,#d2c3a7,1575
4057,1841,D33548,#dbd3c0,1710,#dcd4c0,#c4b7a4,#ccc2ae,1275
4058,1841,D33502,#dccbab,1725,#e1cead,#d3c3a4,#bfb89f,1620
4059,1841,D33484,#dccbb0,1740,#e2d0b5,#c2ab8b,#dbc497,1725
4060,1841,D33660,#dccbb2,1755,#dfd0b8,#c5b093,#d3c1a5,1500
4061,1841,D33492,#ddcaa6,1770,#e7d4b1,#c6b38e,#dac499,2070
4062,1841,D33654,#ddccaf,1785,#e1d2b6,#cdb594,#d8c19e,1665
4063,1841,D33573,#ddd5c3,1800,#ddd5c3,#ccc3ad,#c4bca8,1350
4064,1841,D36037,#ddd7ce,1815,#ddd8ce,#bdaaa0,#caceca,1365
4065,1841,D33657,#decdb4,1830,#dfcfb6,#c5b19a,#1e1914,1485
4066,1841,D33656,#deceb7,1845,#decfb8,#1d1914,#c2b09e,1395
4067,1841,D36137,#ded1b7,1860,#e2d6be,#c6ab87,#d6c39f,1755
4068,1841,D33539,#dfcba5,1875,#eaddc3,#c7aa79,#dfc390,2130
4069,1841,D33662,#dfcfb8,1890,#e0d0b9,#201a15,#c4b19e,1560
4070,1841,D33558,#dfd8c4,1905,#dfd7c4,#ccc2ae,#c5b7a4,1515
4071,1841,D40184,#e0d9c6,1920,#e2dbca,#ccc3af,#c8beab,1830
4072,1841,D33500,#e1c7a2,1935,#e5cda9,#cfb38c,#ddc199,1935
4073,1841,D33473,#e1cdad,1950,#e5d3b5,#c9ae87,#e1c392,1950
4074,1841,D33537,#e1ceaa,1965,#e5d4b2,#ceac7b,#d8c49b,1965
4075,1841,D33664,#e1d3be,1980,#e0d2bd,#201a16,#18181c,1605
4076,1841,D33471,#e1d7c1,1995,#e2d8c2,#d7c49d,#c4b497,1785
4077,1841,D33655,#e1dac6,2010,#e1d9c6,#cac3b0,#bab7ab,1695
4078,1841,D33493,#e1dcca,2025,#eee5d1,#b1a792,#c2cfc4,2250
4079,1841,D36206,#e2cbaa,2040,#ebddc4,#c8a987,#e3c194,2160
4080,1841,D33659,#e2d3bc,2055,#e3d4bd,#241e19,#1f1a1e,1890
4081,1841,D33486,#e3d0b1,2070,#e5d4b6,#d9c39d,#c1b18d,1980
4082,1841,D36177,#e3d6ba,2085,#ebe0c7,#c5aa7e,#d8c49b,2175
4083,1841,D33475,#e4d9c5,2100,#e5d9c5,#d5c7a4,#c3b59f,1995
4084,1841,D36194,#e4dcc9,2115,#e6ddc9,#c2b199,#d4c59f,2055
4085,1841,D40326,#e4dfce,2130,#e4dfcd,#b1ac9d,#ccd1cb,1920
4086,1841,D33472,#e5d3b7,2145,#e8d7bb,#c8ad90,#dac19e,2085
4087,1841,D36138,#e7d2ba,2160,#ecdcc5,#c8a084,#7a6654,2205
4088,1841,D33476,#e9d9ba,2175,#e9d9ba,#dbc49c,#cab293,2100
4089,1841,D33525,#e9dbbc,2190,#e9dbbc,#dfc598,#d3b487,2115
4090,1841,D35863,#e9e1d1,2205,#ebe2d1,#c7b09b,#c8d0cc,2190
4091,1841,D33477,#eaddc5,2220,#eaddc5,#b5b499,#ccc5a8,2145
4092,1841,D33482,#ebddba,2235,#eddfbc,#bbaa8c,#d8c69e,2220
4093,1841,D33474,#eedfc6,2250,#eddfc5,#cdab87,#dcc798,2235
4094,1841,D36166,#eee4d0,2265,#efe4d1,#b9a98a,#cec5a6,2265
4095,1842,D40316,#1c1e1f,15,#f3edd9,#191c1e,#21211c,495
4096,1842,N01736,#524531,30,#645337,#3f352a,#4c422e,15
4097,1842,D36182,#969584,45,#a9a48f,#626c67,#f0ecdf,30
4098,1842,D36243,#a4987b,60,#b1a081,#736c57,#e0dbcf,60
4099,1842,D36180,#a5a99e,75,#acab9d,#9ca79e,#d6d4c6,45
4100,1842,D33631,#b0a58d,90,#b1a48c,#ccc5ab,#d8d4c5,75
4101,1842,D36131,#b5a78d,105,#b2a48c,#71644f,#d3c4a1,90
4102,1842,T12336,#b5b1a7,120,#b4ad9c,#d5cdbd,#9da1a9,120
4103,1842,D36063,#bbb09b,135,#b4a893,#ddd5c5,#706758,105
4104,1842,D35946,#bcb9a8,150,#b4b09c,#d4d0c1,#c7c3b1,135
4105,1842,D36171,#c2baa7,165,#b5ae99,#ccc2ac,#d9d3c2,150
4106,1842,D33632,#c2bba9,180,#b7ab96,#d0cdc0,#c6c2b3,165
4107,1842,D36203,#c5baa1,195,#bbb097,#d8ccb6,#cec2aa,195
4108,1842,N02749,#c5bfa6,210,#d1d2bd,#af9e7d,#766347,270
4109,1842,D35972,#c6c4b6,225,#d0ccbc,#c5c3b4,#bebdb0,240
4110,1842,D36129,#c7c0a8,240,#dbd0b5,#b6ae90,#99a8a0,390
4111,1842,D35915,#c9c0ac,255,#cac3ad,#c2b79f,#cfc8b5,225
4112,1842,D36053,#cbbe9f,270,#baaa87,#d7ceb5,#d3c4a1,180
4113,1842,D33572,#ccb697,285,#c6ac88,#dbcfbb,#d6c19f,210
4114,1842,D36055,#cec4b0,300,#e0d7c5,#b7aa93,#cfc2a9,435
4115,1842,D36126,#cfc5ae,315,#d8d0bc,#b9a685,#ccc3ac,360
4116,1842,D36273,#d0c8b5,330,#d2ccb9,#bbaf95,#ccc3ab,285
4117,1842,D36084,#d1cbb8,345,#d4cebb,#bab39c,#ccc4ab,315
4118,1842,D41499,#d2c4aa,360,#d1c3a8,#dcd4c0,#c8bba0,255
4119,1842,D35861,#d2cbb8,375,#dbd5c5,#beb39c,#cdc3ab,405
4120,1842,D36271,#d2ccbb,390,#d3cdbd,#c9c3b0,#c2bba7,300
4121,1842,D35965,#d3cab5,405,#d5ccb7,#cec4ab,#bbb4a0,345
4122,1842,D36272,#d3d1c2,420,#d4d0c2,#c8c4b2,#b8b5a9,330
4123,1842,D36185,#d5ccbc,435,#ddd4c2,#a79d91,#7a716b,420
