,year,accession_number,hex,value_x,hex0,hex1,hex2,value_y
999,1802,D04614,#737264,300,#6e6d5e,#908f81,#313024,210
1000,1802,D04527,#766754,315,#746553,#e0d8c3,#9a8d7b,300
1001,1802,D04501,#78634d,330,#75604a,#e5dfcf,#a08a71,315
1002,1802,T00990,#78654c,345,#715e46,#b19b7c,#433220,225
1003,1802,D04615,#79786c,360,#6a685c,#908e82,#848276,150
1004,1802,D04497,#7a6a56,375,#786754,#e5ddcf,#41352a,360
1005,1802,D04882,#7a7360,390,#6a6049,#9d9889,#373121,135
1006,1802,D04500,#7c6751,405,#75604b,#a28b71,#e7dfd0,330
1007,1802,D04607,#7e7764,420,#696150,#9f9884,#dbd6c3,105
1008,1802,D04502,#806b55,435,#77624c,#a28d76,#e2dbca,345
1009,1802,D04798,#807468,450,#71655a,#a89d8e,#d6d1c6,255
1010,1802,T10074,#867e67,465,#72604b,#aa9f83,#dcdaca,285
1011,1802,D04640,#8b8574,480,#8f8978,#888272,#807a6a,390
1012,1802,D04603,#8d8877,495,#958f7e,#747061,#888371,420
1013,1802,D04622,#8f8877,510,#938c7a,#898271,#7c7666,405
1014,1802,D04599,#908976,525,#a09986,#656251,#dedaca,510
1015,1802,D08205,#937e63,540,#7d6449,#aa987d,#e3dcc6,375
1016,1802,T09360,#938267,555,#af9c7d,#756650,#928165,735
1017,1802,D08240,#948875,570,#a09886,#82735e,#edeade,495
1018,1802,D04648,#968d79,585,#9b917d,#8b826f,#837a69,435
1019,1802,D04495,#988268,600,#a28b70,#7f6c56,#e3ddcf,540
1020,1802,D04879,#988b79,615,#9c8f7d,#e6decd,#857563,450
1021,1802,T09466,#9a8a75,630,#a99a82,#786958,#e2d7c6,615
1022,1802,D04886,#9a8e7f,645,#9c9082,#e5dacb,#847665,465
1023,1802,D04513,#9e8569,660,#a48b6f,#8e765b,#987e62,555
1024,1802,D08245,#9f9889,675,#9f9889,#222225,#272522,480
1025,1802,D04639,#a0947c,690,#a79c84,#7f7055,#dddacd,600
1026,1802,D04877,#a09987,705,#a09988,#e3decc,#7f7663,525
1027,1802,D08212,#a18a6c,720,#ab9374,#877157,#978062,660
1028,1802,D04887,#a28c6c,735,#aa9574,#786447,#968162,630
1029,1802,D04876,#a49889,750,#a4998a,#e6dccd,#837463,570
1030,1802,D04496,#a58d72,765,#af967a,#866f58,#f8f0e0,720
1031,1802,D04601,#a6a08e,780,#a59f8e,#dedace,#888272,585
1032,1802,D08250,#a79b86,795,#aea28d,#756756,#322c25,705
1033,1802,D04878,#aaa699,810,#aaa699,#e4ddcd,#7a7362,645
1034,1802,T08732,#ab997c,825,#b5a487,#7c6549,#dfdcce,795
1035,1802,D04883,#aca497,840,#aca497,#eae5d8,#837361,675
1036,1802,D04875,#aca695,855,#aca695,#d7d4c3,#7d7663,690
1037,1802,T08202,#b2af93,870,#b5b092,#2e2d22,#68624a,810
1038,1802,D04618,#b5ad98,885,#b0a893,#7a6043,#dfdccd,750
1039,1802,D08259,#b6a98e,900,#b4a78c,#78694c,#daceb2,765
1040,1802,D08270,#b7a888,915,#b7a888,#362c16,#70603a,825
1041,1802,D40202,#baa382,930,#baa281,#2c2d33,#342e28,840
1042,1802,D08260,#bdaa84,945,#bcab85,#785c35,#3e2d18,855
1043,1802,D08225,#bead96,960,#beac95,#2f2a25,#292a2e,900
1044,1802,D08234,#bfb9aa,975,#bcb7a7,#c6c0b2,#272521,870
1045,1802,D08221,#cabb9e,990,#c5b597,#cfc1a5,#302d28,930
1046,1802,D08269,#ceb793,1005,#c1a57c,#7c5d3a,#eee5d1,915
1047,1802,D08281,#cebfa0,1020,#bda97e,#e1d6bd,#846a38,885
1048,1802,D08280,#cec4a7,1035,#ded6bc,#b0a182,#786b53,1005
1049,1802,D08258,#cfbc9b,1050,#d4c3a2,#c3ae8c,#e1d4b9,960
1050,1802,D08279,#d0c5a8,1065,#d6ceb3,#bdac8b,#d0c5a8,975
1051,1802,D04799,#d2c9bb,1080,#e0d9cd,#b4a998,#131211,1020
1052,1802,D08276,#d3c5a7,1095,#d2c5a5,#1a1b1d,#2b2115,945
1053,1802,D04800,#d6cec0,1110,#e3dccf,#b7ab99,#141311,1050
1054,1802,D04814,#d8cdb9,1125,#e1d8c6,#b7a58d,#27211a,1035
1055,1802,D08282,#d9d4c0,1140,#dbd5c2,#c9c5ae,#bcb8a1,990
1056,1802,D04816,#dcd0bf,1155,#e5dccc,#b9a28e,#1c1814,1065
1057,1802,D04802,#e4dcd1,1170,#e7e1d5,#b1a89b,#141619,1110
1058,1802,D04803,#e5ded2,1185,#e9e2d6,#b1a697,#141619,1170
1059,1802,D04811,#e5dfd4,1200,#e7e2d7,#151619,#1b1a16,1140
1060,1802,D04810,#e6dfd3,1215,#e8e3d7,#16171a,#b4a898,1155
1061,1802,D04809,#e7e0d3,1230,#eae4d8,#b3a294,#16181b,1215
1062,1802,D04807,#e7e1d5,1245,#ece6da,#b4ab99,#16181b,1230
1063,1802,D04805,#e8e1d6,1260,#eae3d8,#b2a99d,#151719,1185
1064,1802,D04804,#e8e2d6,1275,#eae4d8,#151619,#191714,1200
1065,1803,T01221,#2a2a19,15,#242414,#616144,#f4f4ec,15
1066,1803,T06606,#5f5f4c,30,#63614d,#475048,#313a35,30
1067,1803,T04172,#7a593d,45,#7c5b3e,#ba9671,#472d1b,60
1068,1803,T06484,#907f68,60,#b39f84,#716351,#362f25,105
1069,1803,N05897,#90836e,75,#736755,#ad9d85,#ede9de,45
1070,1803,T08138,#a1977f,90,#a99c81,#73674f,#cdccba,75
1071,1803,T08248,#a99576,105,#b29e7e,#79694e,#ede0ce,90
1072,1803,N05899,#c5bcac,120,#d9d5c9,#b3a591,#6d624c,135
1073,1803,D04899,#ccc2a7,135,#cfc3a5,#77633d,#b7a880,120
1074,1803,T08126,#d5cab6,150,#ddd4c3,#b4a186,#755f47,165
1075,1803,T08738,#d7c7b0,165,#e1d2bd,#c9b9a2,#d1c1a9,195
1076,1803,D04895,#d8d1b9,180,#e4ddc8,#b7a482,#846742,225
1077,1803,T08120,#d9cec0,195,#dcd1c3,#bcb0a3,#cac0b1,150
1078,1803,T08121,#dcd2c6,210,#ded4c7,#bdb2a6,#cac0b3,180
1079,1803,T08470,#e0d8c8,225,#e2dbcb,#b1a58d,#786753,210
1080,1804,T09321,#584b3c,15,#675846,#b7a080,#40372d,15
1081,1804,N03667,#ac9876,30,#b6a482,#7c6b4e,#99805e,30
1082,1804,N04218,#b0a186,45,#b7a78b,#6a604f,#d2c2a4,45
1083,1804,D03639,#b28d58,60,#c7a267,#805a35,#452d1a,105
1084,1804,T05471,#b7a080,75,#b89f7e,#7a5f40,#422b17,60
1085,1804,T01023,#bcad84,90,#bdae85,#d0c3a0,#968859,75
1086,1804,D08238,#cbc0ac,105,#bdaf98,#d6cdbb,#ccc1ad,90
1087,1804,D41467,#dbd4c3,120,#ddd6c5,#b8a590,#6f5b4a,120
1088,1805,N05895,#3f342a,15,#2f241d,#695b4a,#ab9e87,15
1089,1805,D05840,#433829,30,#726046,#2e2316,#ada085,120
1090,1805,N05896,#443e38,45,#655b4f,#36312c,#ada090,45
1091,1805,T08145,#4a3e2f,60,#695640,#362e23,#c0a789,75
1092,1805,D04163,#504129,75,#372a17,#736141,#ab9974,30
1093,1805,N03155,#544f40,90,#ada588,#605948,#3a372d,225
1094,1805,D05952,#685d46,105,#685d44,#aea187,#3c3425,60
1095,1805,D05950,#72664a,120,#6f6344,#ae9f7e,#34301f,90
1096,1805,D04162,#796945,135,#73613b,#d9d3c2,#b2a98e,135
1097,1805,N03634,#817a66,150,#716a57,#98917c,#8b836d,105
1098,1805,T01712,#84796e,165,#a89e94,#766c62,#cdcac5,180
1099,1805,T08836,#87694c,180,#7d5d40,#b59c7e,#f2e6d6,150
1100,1805,D05953,#8e8264,195,#b2a27e,#71644b,#382e1e,240
1101,1805,D05916,#8e8870,210,#a9a38a,#6e664c,#39321f,195
1102,1805,N03635,#9b9989,225,#a09e8e,#716f61,#e9e1d1,165
1103,1805,D04160,#af9770,240,#bba47c,#7f6540,#d1c29e,375
1104,1805,N02230,#b69f79,255,#baa27c,#7a6544,#322817,330
1105,1805,N03633,#b6a88d,270,#b6a88d,#78715b,#8d846b,285
1106,1805,D05946,#b7a98a,285,#b7aa8b,#6e6245,#d2c2a0,300
1107,1805,D40000,#b8ad9a,300,#b7ac98,#efecde,#c9c1af,315
1108,1805,T08133,#b9b2a3,315,#aba496,#d5cebe,#756e63,210
1109,1805,N05892,#bcad7f,330,#baab7c,#726c40,#d4c69a,360
1110,1805,D05937,#c1b193,345,#baaa8d,#d1c2a5,#7b6242,345
1111,1805,D05917,#c2baa2,360,#b3aa8e,#d8d3c0,#726848,255
1112,1805,T01713,#c9c0ab,375,#b5a992,#ded8c5,#79674f,270
1113,1805,T01710,#cac2ae,390,#bcb39d,#6f624c,#e6e3d3,390
1114,1805,T10085,#cac3b1,405,#d2cbb9,#b9b19f,#c9c2b1,420
1115,1805,D08275,#ccbd9f,420,#bda987,#e5dfcb,#d1c2a2,405
1116,1805,D05949,#ccc2a5,435,#dbd4bb,#b6a784,#736545,435
1117,1805,N05887,#d4ccc8,450,#dcd3cd,#b5a99f,#d7d0d3,450
1118,1805,D05951,#d7ceb8,465,#ddd4c0,#716848,#b0a380,465
1119,1805,T09856,#e2d5be,480,#e6dac3,#ae9e83,#726350,480
1120,1805,T09993,#e2d5bf,495,#e7dcc8,#b19574,#957455,495
1121,1805,T09991,#eae1d0,510,#eae2d0,#b9ab9b,#cbc1af,510
1122,1805,D05936,#efebdd,525,#efebdd,#2d2b26,#292a2f,540
1123,1805,D05948,#f0ead9,540,#efebd8,#282b2e,#2e2d27,525
1124,1805,D05947,#f1ebda,555,#f0ecdb,#282b2f,#2c2d28,555
1125,1806,T01018,#3e2a18,15,#3e2816,#d1c6a3,#bcae8a,75
1126,1806,D04898,#484d43,30,#5a5a4a,#475049,#303935,105
1127,1806,D08121,#4a3424,45,#3d291b,#755940,#c1a480,60
1128,1806,D08115,#4e3724,60,#775a3e,#3b2618,#b29371,180
1129,1806,D08157,#4e3925,75,#bd9f76,#372516,#775b3f,480
1130,1806,D08114,#4f3a28,90,#3a281a,#765a40,#b1916e,15
1131,1806,D08142,#513623,105,#422a1b,#715237,#b79773,90
1132,1806,D08106,#513724,120,#3d2718,#77583d,#bc9e7b,45
1133,1806,D08116,#61452e,135,#3b2617,#76563c,#b29270,30
1134,1806,D08113,#6c5943,150,#6f5a43,#b6a080,#382d22,120
1135,1806,D08103,#6e4e36,165,#c8a780,#78573c,#f3ebdc,630
1136,1806,D08266,#72593e,180,#72593e,#4a321f,#e0d4c2,135
1137,1806,D08123,#794d31,195,#895939,#402113,#bc9067,300
1138,1806,D08162,#80573c,210,#80553a,#c29b74,#462e22,240
1139,1806,D08154,#856544,225,#846342,#352317,#b7946d,270
1140,1806,D08126,#8b6544,240,#835c3c,#3e2416,#bb966f,255
1141,1806,D08119,#8b6b4c,255,#7f5f41,#3b2517,#b2936e,225
1142,1806,D08268,#8b7952,270,#76643d,#b3a583,#988659,150
1143,1806,P79356,#8d7a63,285,#766551,#af997e,#947f66,165
1144,1806,D08117,#936645,300,#c0956b,#845536,#482212,525
1145,1806,D08120,#a08465,315,#795d41,#b89c7c,#291b11,210
1146,1806,D08122,#a57851,330,#885937,#bd966e,#492614,285
1147,1806,T08249,#a8a18e,345,#aca38f,#ded1bd,#706d5a,330
1148,1806,N03631,#ab805a,360,#c39c72,#885b39,#482618,585
1149,1806,D08125,#ae8960,375,#b9966c,#3b2113,#8d6542,375
1150,1806,D08110,#b18f65,390,#ba9a70,#865c3a,#3e200d,405
1151,1806,D08105,#b28d64,405,#bc9b71,#885d3b,#321c0d,465
1152,1806,D08118,#b79776,420,#bb9c7a,#2f2015,#78593f,435
1153,1806,D08129,#b79f7e,435,#b9a17f,#6e5b47,#3c332a,390
1154,1806,D08102,#b89e7d,450,#c0a584,#765b41,#462e1c,540
1155,1806,D08160,#bba07d,465,#c2a883,#7b5f44,#3b2c1f,570
1156,1806,D08152,#bc9c73,480,#c1a077,#3e2919,#76593d,555
1157,1806,T01711,#c1b395,495,#b6a88a,#d1c3a5,#74664c,345
1158,1806,A00871,#c2aa7f,510,#c3ac80,#7f673c,#9b8458,600
1159,1806,D08147,#c3a785,525,#c7ab89,#392516,#76583e,615
1160,1806,D08111,#c3ac90,540,#775a40,#b9a081,#dfcfb5,195
1161,1806,A00867,#c4bba1,555,#b7ae92,#ccc3aa,#d4cab4,360
1162,1806,D08112,#c6b391,570,#baa685,#7a6448,#d5c3a0,420
1163,1806,D08158,#caaf8d,585,#c8ad8a,#7a5a3e,#412717,645
1164,1806,D08132,#cbb490,600,#bea682,#795e42,#d7c29d,510
1165,1806,D08146,#d2bf9b,615,#bba581,#deceab,#d5c4a0,450
1166,1806,T09150,#d2c6ab,630,#bdae90,#e7ddc8,#726048,495
1167,1806,T05559,#d6be9b,645,#91592c,#c5a379,#e8dec9,315
1168,1806,D08104,#e2d2b9,660,#e4d6bd,#c3a684,#d7c1a1,660
1169,1806,T08123,#e4dbcc,675,#e6decf,#b19f83,#7e6d55,675
1170,1807,D40273,#2b2927,15,#f0e7d5,#282623,#b8a78d,435
1171,1807,D08149,#2c1a10,30,#2c1a10,#825d3e,#ac8a66,15
1172,1807,D08167,#513622,45,#7c593b,#3f2818,#b78f67,90
1173,1807,T09362,#756a5a,60,#6a6051,#a89a82,#3a332b,45
1174,1807,D08184,#795135,75,#815739,#c6a57e,#4f2d1a,105
1175,1807,T08172,#7c7b6d,90,#676354,#969689,#9ea49b,30
1176,1807,D08139,#855a37,105,#865a36,#41220e,#b69267,120
1177,1807,D08090,#8e7a62,120,#79654d,#ae9b82,#dcd9cb,75
1178,1807,D08145,#a6825d,135,#b9956d,#7e5b3d,#422817,150
1179,1807,N02942,#aa8f6b,150,#b9a07b,#846645,#9e8059,165
1180,1807,N03396,#b39d82,165,#725b49,#b6a185,#322a22,60
1181,1807,T01851,#b4a489,180,#b0a48a,#8a6545,#d5cdb7,135
1182,1807,D08182,#bb9d74,195,#bea076,#835f3a,#512e14,195
1183,1807,D08084,#bfa98b,210,#bda586,#e0dac9,#89603d,180
1184,1807,D08101,#c6ad8a,225,#bea17a,#8a623d,#ded2b5,210
1185,1807,D08099,#c6b595,240,#bea885,#cfc5a9,#d3cbb1,240
1186,1807,D08185,#c7a887,255,#e7dbc4,#c09b77,#8b5b3a,375
1187,1807,D08089,#cbbea6,270,#c5b295,#d3cfbd,#cdc2aa,285
1188,1807,D08181,#cebb9d,285,#bea483,#dacbaf,#835e3e,225
1189,1807,D08098,#d1c6a9,300,#ddd6be,#bfae8c,#d0c4a5,300
1190,1807,D08183,#d2bb99,315,#c5ac89,#e0ccae,#d7c19f,270
1191,1807,D08274,#d5caac,330,#e2d6ba,#7a5f3d,#beb290,315
1192,1807,D08086,#dac9ae,345,#c1a481,#e7dcc7,#936843,255
1193,1807,D08087,#e0d6bd,360,#e4dcc7,#c4a479,#d6c39f,330
1194,1807,D08085,#e3cdb0,375,#e7d6bc,#c9a178,#9b653b,360
1195,1807,D05356,#e3dbc8,390,#e5ddca,#212225,#272421,345
1196,1807,D05358,#e4dac5,405,#e7ddc8,#212225,#272320,390
1197,1807,D08091,#e8d9c1,420,#e9dcc5,#caa079,#debf9b,405
1198,1807,T08462,#ece0cc,435,#ece0cc,#ac9572,#7b6346,420
1199,1808,D08137,#3c2213,15,#3b1f0f,#805836,#b29166,30
1200,1808,D08134,#4a3626,30,#382719,#715840,#b59c7e,15
1201,1808,D08151,#71462a,45,#835635,#442312,#b99166,120
1202,1808,D08256,#755031,60,#7b5534,#4d2c17,#b39b7c,60
1203,1808,D08155,#765234,75,#805938,#422513,#bf9e72,105
1204,1808,D12114,#79664d,90,#776046,#3e2918,#978d7a,45
1205,1808,D08257,#7b5131,105,#805532,#4e2b15,#dcc9ab,90
1206,1808,D08148,#855532,120,#885531,#c29a6b,#412213,135
1207,1808,D08130,#866848,135,#7c5c3e,#b1946e,#3e2716,75
1208,1808,D08144,#875635,150,#8a5735,#c29971,#4c2512,165
1209,1808,D08127,#96643f,165,#8b5734,#c1956a,#572911,180
1210,1808,T01861,#a3734b,180,#8a5532,#c49b6d,#e2d8c3,150
1211,1808,D08136,#a98158,195,#bd9b6f,#885934,#dbd3b8,225
1212,1808,D06851,#ae8b65,210,#bd9f78,#875937,#ede8da,255
1213,1808,D08141,#ae9074,225,#bd9f82,#7f6048,#e7d8c4,270
1214,1808,T05764,#b0a39b,240,#b19f94,#775a4f,#d2ccc4,195
1215,1808,D08153,#b29064,255,#bd9e70,#412310,#805734,240
1216,1808,D08140,#b39069,270,#bf9c74,#7e5a3b,#452916,300
1217,1808,D08135,#b39b78,285,#bba37f,#7a6144,#3a2a1c,210
1218,1808,D08128,#b4906c,300,#c9a882,#80593b,#402515,390
1219,1808,D08169,#b79875,315,#bea07c,#7e593b,#492a16,285
1220,1808,D08138,#b88b63,330,#c49a71,#945e39,#ddbf99,345
1221,1808,D08133,#ba916b,345,#c29a73,#865838,#4d2816,315
1222,1808,D08131,#c7ad8a,360,#c4ab87,#7d6043,#d7c19c,360
1223,1808,D06852,#c7b28d,375,#c4ae87,#72603d,#d4c09b,375
1224,1808,D08165,#cfb089,390,#c3a17a,#876244,#e5cda8,330
1225,1809,T08194,#5e4e39,15,#6e5c44,#b3a88f,#e1d5be,15
1226,1809,T10076,#8b8a6e,30,#aaa382,#747666,#d7ccb1,45
1227,1809,D25317,#a1967b,45,#afa892,#7a6542,#dfdbcd,60
1228,1809,N05636,#a3947c,60,#b0a087,#7a6c56,#cec1ab,75
1229,1809,D04896,#aa9f7c,75,#b2a784,#736647,#e2ddcc,90
1230,1809,D12257,#cac1a8,90,#d8d3bf,#b3a686,#6f6950,120
1231,1809,D12260,#ccc8b0,105,#bfa46e,#d5d1bc,#c7c6b0,105
1232,1809,D17167,#cfbd93,120,#876a37,#c4b184,#d6c59b,30
1233,1809,D08231,#e4ceaa,135,#e9d8b8,#cca678,#dfc297,135
1234,1809,T08149,#eae1ce,150,#ebe3d0,#b1a492,#7a6d5c,150
1235,1810,D17053,#171617,15,#d9c7ae,#c6ae91,#131316,330
1236,1810,D17026,#181718,30,#e1d2be,#141318,#191613,615
1237,1810,D17078,#1a1716,45,#d9be9e,#141417,#cdb191,315
1238,1810,D17080,#1c1919,60,#c4ab8e,#d9c6ae,#131317,240
1239,1810,D17136,#231f1e,75,#e3ccaa,#241f1b,#201c1f,705
1240,1810,D17133,#252220,90,#e5d4b8,#201d1f,#221e1b,855
1241,1810,D17123,#262120,105,#e7dec9,#17181d,#2e241b,1215
1242,1810,D05361,#262423,120,#e7dcc7,#24221f,#202124,1185
1243,1810,D17067,#332b22,135,#e2d6ba,#352b20,#6b5b44,660
1244,1810,D17090,#35251b,150,#312219,#735334,#f5f1e5,15
1245,1810,D17121,#362822,165,#e4d3bf,#75573e,#38261a,795
1246,1810,D08150,#422e1e,180,#362315,#755b42,#dcccaf,45
1247,1810,D17116,#473828,195,#e3d9c6,#6f593e,#372b1f,765
1248,1810,D17099,#493c2b,210,#332a1e,#6c593f,#ae9974,30
1249,1810,D17101,#52422d,225,#6f5c3f,#382b1d,#ebe4cc,75
1250,1810,D17040,#5a4c3a,240,#695842,#e6ddc6,#392f24,60
1251,1810,T00988,#5d5a4f,255,#705d47,#dcd8c6,#9da9a2,105
1252,1810,D17084,#9a957f,270,#aaa48d,#7a6443,#929d92,135
1253,1810,T08175,#9d8d68,285,#6f6041,#b9a981,#e3d4b5,90
1254,1810,N04317,#9da29d,300,#9ca19d,#2f2d22,#646147,120
1255,1810,T10101,#a6926e,315,#b4a07a,#776145,#e7decc,150
1256,1810,D08170,#aa7d56,330,#c19b72,#8e5934,#562611,195
1257,1810,D17072,#aa936d,345,#bca884,#7c613a,#412e17,165
1258,1810,D08177,#b7936e,360,#c09e78,#885b3b,#452413,180
1259,1810,D17134,#c8ba9e,375,#c2b295,#cec2a3,#e6dfd0,225
1260,1810,D08179,#cdb28c,390,#c2a37b,#e0cdac,#89633c,210
1261,1810,D17142,#d0c5af,405,#dad2be,#322719,#76664c,360
1262,1810,D17113,#d2bf9e,420,#d5c3a2,#c9b695,#dbc8a7,300
1263,1810,D40025,#d2bf9e,435,#c8a47a,#d1c09f,#e1dbcb,255
1264,1810,D17131,#d5be9c,450,#cbb290,#d8c1a0,#ddc7a7,285
1265,1810,D08168,#d6bc9b,465,#c9a883,#835737,#452212,270
1266,1810,D17068,#d7d2c2,480,#d9d4c5,#746c5a,#a59e8a,345
1267,1810,D08163,#d8c5a8,495,#e3d6be,#c1a07c,#855a3a,750
1268,1810,D17112,#d8c7a8,510,#ddcdb0,#d5c3a3,#c9b798,435
1269,1810,D17062,#d8cbb2,525,#dccfb7,#beae94,#d0c2a8,375
1270,1810,D17096,#dad2bc,540,#dcd4be,#bcaa8b,#7a613e,405
1271,1810,D17032,#dbcdb4,555,#dfd2b9,#b7a58a,#261f19,495
1272,1810,D17028,#dbceb6,570,#dccfb7,#bfa992,#cfc3ab,390
1273,1810,D17073,#dbd3bf,585,#dcd5c1,#b5a487,#755f43,420
1274,1810,D17031,#dccaae,600,#e0cfb3,#c3ac8f,#d5c2a3,525
1275,1810,D17095,#dccbb2,615,#dfceb6,#bfa88c,#6d5944,480
1276,1810,D17124,#dcd5c1,630,#ded7c3,#715e49,#b2a087,465
1277,1810,D17052,#ddc6ac,645,#e1cbb1,#141417,#bda083,555
1278,1810,T08468,#ddd1bb,660,#e4d8c3,#bfa97e,#6a634b,840
1279,1810,D17066,#ddd7c6,675,#ddd7c6,#70583b,#b5a281,450
1280,1810,D17027,#decdbb,690,#e1d1be,#131318,#b49c8d,600
1281,1810,D17070,#dfcbaa,705,#e2cfad,#bfa789,#24201b,645
1282,1810,D17135,#dfccb0,720,#e1ceb3,#d6c2a4,#cab093,570
1283,1810,D17079,#dfcda9,735,#e1cfab,#23201b,#d7c5a0,585
1284,1810,D17025,#dfceb1,750,#e3d2b6,#bfa98e,#2c221a,720
1285,1810,D17049,#dfd2bf,765,#e2d6c3,#bca997,#cdc2ac,690
1286,1810,D17069,#dfd5bd,780,#e3dac1,#b6ac96,#26221c,780
1287,1810,D17065,#dfd6c3,795,#dfd7c4,#765c41,#b8a289,510
1288,1810,D17058,#e0cfb7,810,#e0d0b8,#141419,#211914,540
1289,1810,D17033,#e0d2b8,825,#e4d7bd,#bcab90,#231f1a,825
1290,1810,T10009,#e0d3bd,840,#e2d6bf,#bfb098,#d0c2a8,675
1291,1810,D17098,#e0d4b5,855,#e5dabb,#c1b191,#d3c5a2,930
1292,1810,D17034,#e1d0bb,870,#e3d3bc,#16151a,#1e1916,735
1293,1810,D17054,#e1d4b9,885,#e5d9be,#b9a78d,#25201b,915
1294,1810,D17085,#e1d7ba,900,#e6dec2,#b8a681,#26221c,1050
1295,1810,D17145,#e1d7cd,915,#e1d7cd,#83594c,#b3998b,630
1296,1810,D17064,#e2d4b9,930,#e5d8bc,#26221b,#bfa78f,885
1297,1810,D17093,#e3d4bf,945,#e4d4c0,#15151a,#1e1814,810
1298,1810,D17063,#e3d5ba,960,#e6d9bd,#25211a,#baa78d,990
1299,1810,D17050,#e3d5c1,975,#e5d8c4,#c1ad98,#cfc1aa,900
1300,1810,D17092,#e3d9c0,990,#e7dec5,#2c251d,#b9a689,1200
1301,1810,D40002,#e3dbc3,1005,#e5ddc4,#17181e,#231e16,960
1302,1810,D17122,#e3dbcc,1020,#e6dfd1,#b19e81,#75634c,1065
1303,1810,D17029,#e4d0b7,1035,#e6d3b9,#c4a68e,#d4c1a5,975
1304,1810,D17048,#e4d4ba,1050,#e7d9bf,#bea78f,#25201b,1095
1305,1810,D17045,#e4d5bb,1065,#e7d9be,#c1a68e,#25201b,1080
1306,1810,D17057,#e4d5bf,1080,#e5d5c0,#17161b,#1e1915,870
1307,1810,D17140,#e4d6bc,1095,#e7dac0,#c2ab91,#16181d,1125
1308,1810,D17046,#e5d7bc,1110,#e7dabf,#26211c,#bea88f,1110
1309,1810,D17041,#e5d9c0,1125,#e6dbc2,#25201b,#bca78f,1005
1310,1810,D17056,#e5dabe,1140,#e7dcc0,#27221c,#bdaa90,1170
1311,1810,D17083,#e5dac8,1155,#e5dac8,#bcae9c,#cdc2ad,945
1312,1810,D17086,#e5dcc0,1170,#e8e0c4,#27241d,#c1b08f,1305
1313,1810,D17043,#e5dccb,1185,#e6dccb,#bfa495,#cbc2af,1035
1314,1810,D17044,#e6d7bd,1200,#e9dcc2,#bfa48d,#26211b,1320
1315,1810,D17047,#e6d8be,1215,#e8dbc1,#26211b,#bda78f,1230
1316,1810,D17039,#e6d9c5,1230,#e7dac6,#c2b398,#d2c3a4,1140
1317,1810,D17055,#e6d9c6,1245,#e7dac7,#bfa593,#cfc2aa,1155
1318,1810,D17097,#e6dbbe,1260,#e8ddc1,#27231d,#bdb092,1260
1319,1810,D17042,#e7d9be,1275,#e8dbc1,#26211b,#bfa68f,1245
1320,1810,D17020,#e7dcc4,1290,#e6dcc4,#c3a590,#322c21,1020
1321,1810,D17094,#e7ddc4,1305,#e8dfc5,#af9e82,#23211e,1275
1322,1810,D17088,#e7ddc5,1320,#e8dfc7,#27231d,#bba58b,1290
1323,1810,D17087,#e8ddc3,1335,#e9dfc5,#26231d,#bcab92,1335
1324,1810,D17074,#e9e0c7,1350,#eae0c8,#bcae98,#cfc2aa,1350
1325,1810,D17089,#e9e2ca,1365,#eae2cb,#28241e,#242024,1365
1326,1810,D17100,#ecddbe,1380,#f4e7cb,#775e40,#baa27d,1380
1327,1811,D08815,#141210,15,#c9a16e,#e4ceab,#13110f,90
1328,1811,D08814,#141211,30,#e2ceb0,#c6a076,#13110f,120
1329,1811,T03034,#342f17,45,#2c2813,#78602c,#524720,15
1330,1811,D04158,#412e19,60,#322010,#7c643e,#a38351,30
1331,1811,D08265,#988d6c,75,#ab9f7b,#6d674d,#908565,45
1332,1811,T08268,#aa9374,90,#b1997b,#7c6944,#dacfbf,60
1333,1811,T11696,#b8a98e,105,#b5a689,#7a6950,#d7cbb2,75
1334,1811,D25260,#dbccac,120,#e0d3b7,#d7c19e,#cab99d,105
1335,1811,D08905,#e0d8cb,135,#e7dfd3,#161618,#aca48e,135
1336,1811,N02941,#e2caa6,150,#e8d5b4,#c9a177,#3c2114,150
1337,1811,T09572,#efe2c9,165,#f0e3ca,#322b25,#b8a38c,165
1338,1812,T04139,#463223,15,#382719,#6b4f3c,#c39a73,15
1339,1812,D08156,#845637,30,#875736,#4b2412,#be976e,30
1340,1812,D08261,#979484,45,#a29d8a,#8b958d,#5d6864,45
1341,1812,D08161,#a07955,60,#bf9d77,#855a39,#482513,75
1342,1812,D08164,#b7a48b,75,#b6a389,#7c634c,#cec2aa,60
1343,1812,D08159,#c6ab87,90,#bf9f78,#855e3c,#e2d2b4,90
1344,1812,D40014,#d8d1bf,105,#d9d3c0,#b1a293,#17171d,105
1345,1812,T09510,#d9c6a2,120,#e3d2b1,#c7b18a,#d8c29a,120
1346,1812,T01009,#e1c9aa,135,#e6d2b5,#c2a07b,#876645,135
1347,1812,D17114,#e6daca,150,#e6dbcb,#211b20,#1e1c23,150
1348,1812,T08603,#e8d4ba,165,#ecd9c1,#c6a17a,#996940,180
1349,1812,D17137,#eadfca,180,#eadfcb,#2c2723,#b3a594,165
1350,1812,D17139,#ebdfca,195,#ecdfcb,#2c2724,#2b272a,195
1351,1812,D17138,#ebe0cb,210,#ece0cc,#2c2723,#2c282b,210
1352,1813,T08951,#5a4b38,15,#705c44,#393127,#bda07b,15
1353,1813,D17169,#798376,30,#a2a28f,#5e706a,#6c6e5a,30
