,id,name,artwork_count,gender,artistId,thumbnailUrl
525,531,"Stothard, Thomas",215,Male,531,
526,532,"Stott, Edward",1,Male,532,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ddda4af15abba40340e42ef2855b4a77
527,533,"Stott of Oldham, William",1,Male,533,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/cf401d764f22ca89b506260051bc90ee
528,534,"Strang, William",10,Male,534,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f637fba2d28b86be358cc9a7787c9b04
529,535,"Stringer, Daniel",1,Male,535,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b9f94208f06a92d3d7627384dea57d4b
530,536,"Strudwick, John Melhuish",1,Male,536,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0ef0a835cc7df6b2b30ab633b5713740
531,537,"Stuart, Gilbert",3,Male,537,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/428ee0d9ce59b990bd2011b15e2d4424
532,538,"Stubbs, George",23,Male,538,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/292ce11ae6c0c5ee87928a427815db2a
533,539,"Swan, John Macallan",19,Male,539,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c610347c25451b43a20300ff61cc6f41
534,540,"Swynnerton, Annie Louisa",6,Female,540,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/237c7b39289608f5918492e914a22210
535,541,"Tayler, Frederick",1,Male,541,
536,542,"Taylor, John, of Bath",1,Male,542,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6e487d5a23778576e96bb6a26b4b796e
537,543,"Tenniel, Sir John",1,Male,543,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/353816885161b5fd35a5a6c3864e50e4
538,544,"Thirtle, John",1,Male,544,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0def3513cd7bd85de12588b04dcf1f6a
539,545,"Thomas, George Housman",1,Male,545,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/14a61daed9820bd6484c56283c7f1598
540,546,"Thomas, James Havard",17,Male,546,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7a78523ae1fd5b0bcbacabdb314ba116
541,547,"Thomas, John",1,Male,547,
542,548,"Thomson, Henry",1,Male,548,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7d12ef4c398c2fb9ea687ded0ddf57da
543,549,"Thomson, Rev. John, of Duddingston",2,Male,549,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a0e7ad252047d16543da3e186e145d7b
544,550,"Thornhill, Sir James",14,Male,550,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ea6f96f1839ac7ff6ccb4ab8cfe81fd1
545,551,"Thornycroft, Sir Hamo",7,Male,551,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ca158e667c3c4889a1c05f9fccdeeed6
546,552,"Tillemans, Peter",3,Male,552,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/9215c60dabec6a99103abd802c132d4c
547,553,"Towne, Francis",38,Male,553,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0c1f35201c3b5372aa5ff5f43f90acc4
548,554,"Townroe, Reuben",30,Male,554,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6e1973d34b77353bb7ef901a061f044e
549,555,"Tuke, Henry Scott",3,Male,555,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/aaf08fce6f47d08efd1890b86e605260
550,556,"Turner, Charles",3,Male,556,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6a3eedc6961d93b3a8da0e9918fb9e64
551,557,"Turner, Daniel",4,Male,557,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b77b18dddf1a0d835c592387ce36a117
552,558,"Turner, Joseph Mallord William",39389,Male,558,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/40d0fdf3a592d54743aed9d6a8c8b5b7
553,559,"Turner, William, of Oxford",4,Male,559,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/bf5d1b9bc05fa44081ba40eaba94f737
554,560,"Uwins, Thomas",7,Male,560,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/650c519be816ef72da641126a8d2a32c
555,561,"Vacher, Charles",1,Male,561,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/692042fe07f1525756922116d08a1d91
556,562,"Van Aken, Joseph",1,Male,562,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/defb9059ead73062f0d9defb6e955fdc
557,563,"Vanderbank, John",3,Male,563,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/61e2ee8c601993056566e2ecf6dc876a
558,564,"Bree, Rev. William",1,Male,564,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3bfbd0ac30c89c25f8469adcbc4b0635
559,565,"Van Dyck, Sir Anthony",3,Male,565,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/477aac6c0b23be905e451f5f210803b6
560,566,"Van Heemskerk, Egbert, III",1,Male,566,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c9052e2fd21d6ae7c42088e1ed18d7b5
561,567,"Van Somer, Paul",1,Male,567,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d30038f7192d7a9d57e008d69a2e8c24
562,568,"Varley, Cornelius",13,Male,568,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/06061255b91d0e96a07ee084bfb12c64
563,569,"Varley, John",102,Male,569,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/dc60cbde5eb9c73738ec0f0abc305c4e
564,570,"Verrio, Antonio",1,Male,570,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f7e9f6c413460d8c3018a120b791184c
565,571,"Von Herkomer, Sir Hubert",4,Male,571,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3a50216069907c61d6743546af0b3fc2
566,572,"Holst, Theodor von",2,Male,572,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/adf81d4f63cbd9731c9afe1446ea3ffe
567,573,"Wade, Thomas",2,Male,573,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6d08d54a81de7ad10730fb2ed075cb78
568,574,"Wainwright, John",1,Male,574,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a62409ec7c21cc31c94a3cb71c72d6cd
569,575,"Walker, Frederick",16,Male,575,
570,576,"Waller, Samuel",2,Male,576,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b2350aa4468f7c4a3156c139a13d5773
571,577,"Wallis, Alfred",12,Male,577,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/91e10a415b0d45e2b14a350730511cea
572,578,"Wallis, Henry",6,Male,578,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2e1c43748da30655e1a0e6c9855cc868
573,579,"Walton, Henry",2,Male,579,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a93cd9306964c4eaadcad75daf003c45
574,580,"Ward, Edward Matthew",5,Male,580,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3575e0a137d8b6879e83bf47c1c3a742
575,581,"Ward, James",26,Male,581,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d887a2faef6aedabe1ec774a5986b6c3
576,582,"Waterford, Louisa Anne, Marchioness of",3,Female,582,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a08a5e183ef756284c83093425ce09c0
577,583,"Waterhouse, John William",6,Male,583,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/aa430110f146e0b60fb067db350fc9e2
578,584,"Waterlow, Sir Ernest Albert",1,Male,584,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a64ee99d93c3b2f806f6f3c4fef1beb2
579,585,"Watts, Frederick Waters",2,Male,585,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c4d9a6a17aefda6adafd1fc06cb077b3
580,586,"Watts, George Frederic",44,Male,586,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3c4984275fe587b5a1c600aba51cc817
581,587,"Weaver, Thomas",2,Male,587,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/47bb4767206ed7c3918c968a64a7a80a
582,588,"Webb, James",1,Male,588,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4362314d485152ca17ec681bcb87e048
583,589,"Webb, Philip",5,Male,589,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5675a394f76cc0a3011a529084831e90
584,590,"Webster, Thomas",5,Male,590,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/805d29bff358c114fbc0a4a3a16c6373
585,591,"Weekes, Henry",3,Male,591,
586,592,"Wells, Henry Tanworth",1,Male,592,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/bce8db7def1eeeebf3165a263e4c16be
587,593,"Wells, Joanna Mary",2,Female,593,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/87fd75df89705c2bb49789852c3d6947
588,594,"West, Benjamin",14,Male,594,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/dcda4361fd8cf1953abed62b4ef98f86
589,595,"Westall, Richard",9,Male,595,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/064b5135650cd855c09b2479714e1f9a
590,596,"Westall, William",5,Male,596,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b5c98fefcf581c7ec29e08850ed5ca30
591,597,"Wheatley, Francis",3,Male,597,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/be7df97cc96338616a5b47003e7164ed
592,598,"Whistler, James Abbott McNeill",11,Male,598,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/743b860d62ff1c08129ef526d2b6f482
593,599,"Whitcombe, Thomas",1,Male,599,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/698c3c569b65912f5a86000ea3f55a65
594,600,"Wilkie, Sir David",60,Male,600,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2349f02d7587883d401d9c2870daf0d1
595,601,"Willcock, George Burrell",1,Male,601,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/bdea8c995164fdf18b1f419146f2e3d6
596,602,"Williams, Edward",2,Male,602,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/1c7bcb991cf5fa823b55d123ca024362
597,603,"Williams, Hugh William",3,Male,603,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ef7716443fd0b2b438c07dcdc86ba98f
598,604,"Williams, Penry",3,Male,604,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/8bf7aff771c45b280190e1ed298c062b
599,605,"Williams, William",1,Male,605,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/df6e064f5fee57127bc3617d5757ef1d
600,606,"Wilson, Richard",66,Male,606,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5305751f0bf692c14b3b610b55fb69aa
601,607,"Windus, William Lindsay",5,Male,607,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/143ce6b61dbb77a6bc77d99a31b54d8f
602,608,"Witherington, William Frederick",6,Male,608,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/be53eeb4d5d23b080b26ab72422a926b
603,609,"Woodforde, Samuel",3,Male,609,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c21b2deb17284d3fcec3c355a929057d
604,610,"Woods, Henry",1,Male,610,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/fc57efc37a23ef30cc394db5ae3d6f38
605,611,"Woodville, Richard Caton",4,Male,611,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a4967e53ca8db0d1886b8180f3732074
606,612,"Woodward, Thomas",2,Male,612,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/dde5832284e105e7600b0576a35e0ec4
607,613,"Wootton, John",11,Male,613,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/767a430b41e06a27f1229cd9eae15d40
608,614,"Wright, John Michael",3,Male,614,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b39a069f2ecf47d749551e7e5d835ecf
609,615,"Wright, Joseph, of Derby",13,Male,615,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3481c8d399f72b4079f385101ee2dfe2
610,616,"Wyatt, Henry",2,Male,616,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/76b476567841de1be31108645432ec11
611,617,"Wyllie, Charles William",1,Male,617,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f87912e8bab94d01e0d4a8e0a47d997f
612,618,"Wyllie, William Lionel",2,Male,618,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/fc99746adc81481a1533e7eeb041c6ae
613,619,"Yeames, William Frederick",1,Male,619,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/713fdf1e6d6ae44a6961b3894f693ac2
614,620,"Zoffany, Johan",11,Male,620,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/cef1631391d142310e767c3d0bf0d63c
615,621,"Zuccarelli, Francesco",1,Male,621,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/066d60db1b4285bb3eefaa4a674f2b43
616,622,"Abrahams, Ivor",108,Male,622,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e60177e52bd2ecdd65ae3cc7d5e0e4cc
617,623,"Acconci, Vito",6,Male,623,
618,624,"Ackling, Roger",1,Male,624,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d98dda783c8626f47d2438ba3d03dd80
619,625,"Ackroyd, Norman",5,Male,625,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0d5427651422b5fdd16ac61fc2ed05fc
620,626,"Adams, Harry William",1,Male,626,
621,627,"Adams, Norman",3,Male,627,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4dca22aea33c46641b98b00930123827
622,628,"Adams, Robert",17,Male,628,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/1c7c69cf1fb9deca966c597bfd272d17
623,629,"Adeney, Bernard",1,Male,629,
624,630,"Adler, Jankel",3,Male,630,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/91e0bffa8bec227fac5570e067ce6187
625,631,"Adzak, Roy",1,Male,631,
626,632,Afro,1,Male,632,
627,633,"Agar, Eileen",8,Female,633,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/80db431b048a95710dc6e26bcb0b1606
628,634,"Aitchison, Craigie",5,Male,634,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f09b672fc59bc8f70de7cf3f17cdaac9
629,635,"Ajmone, Giuseppe",1,Male,635,
630,636,"Albers, Josef",22,Male,636,
631,637,"Albright, Ivan",1,Male,637,
632,638,"Aldridge, John",2,Male,638,
633,639,"Alechinsky, Pierre",8,Male,639,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7ec8ed46fbadb1439cf71a0cefca7391
634,640,"Alexander, Edwin",1,Male,640,
635,641,"Allan, Julian Phelps",1,Female,641,
636,642,"Alley, Anthea",1,Female,642,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/987ba0cccee77277dee183550139f8aa
637,643,"Allington, Edward",3,Male,643,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/979b86a9e2d63c27724e0722f0c62a01
638,644,"Allinson, Adrian",1,Male,644,
639,645,"Altoon, John",1,Male,645,
640,646,"Amiet, Cuno",2,Male,646,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/922087a37411421fdb442e8e8236d06b
641,647,"Amuchastegui, Axel",1,Male,647,
642,648,"Andre, Carl",10,Male,648,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f7d6753c4de5a2458e2cde082199a1ab
643,649,"Andrews, Michael",5,Male,649,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7ae0bf9ca3f028857236bc2d6f4fce2f
644,650,"Annesley, David",13,Male,650,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c96dd32de299aec73a1a241c463add1f
645,651,"Anquetin, Louis",3,Male,651,
646,652,"Anrep, Boris",2,Male,652,
647,653,"Anuszkiewicz, Richard",1,Male,653,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/1fc0dec18ae0c0f75e77a19539b73608
648,654,"Appel, Karel",7,Male,654,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5619be27e1b770543794f8e87c953a8b
649,655,"Appelbee, Leonard",4,Male,655,
650,656,"Appleyard, Fred",1,Male,656,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/82342ae74452a4cc62f6048cc1cf793f
651,657,"Arakawa, Shusaku",1,,657,
652,658,"Archipenko, Alexander",1,Male,658,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6dccd5e8e5c61d32626544b0c1941634
653,659,"Ardizzone, Edward",16,Male,659,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/3425b51596c006fb6ac4fff3bdbe23fe
654,660,"Ardon, Mordecai",1,Male,660,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a530d417dbc6f4d65d9d8dc120759973
655,661,"Arikha, Avigdor",9,Male,661,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/344f54da972d6545bcb6ae3357e086e7
656,662,Arman,2,Male,662,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0e94947558e9fad997ef3df35a0eb426
657,663,"Armfield, Maxwell Ashby",2,Male,663,
658,664,"Armitage, Kenneth",14,Male,664,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/480edb4521ceb827c14eed4a8407ac4c
659,665,"Armstrong, John",4,Male,665,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/70397f905afbe099b6eee3a04d223c27
660,666,"Arnatt, Keith",133,Male,666,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2f57ab8284cab7b3658602c3b070659e
661,667,"Arp, Jean",9,Male,667,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/48126339fd9c3a668eb9f9e78616ad61
662,668,"Art & Language (Terry Atkinson, born 1939; Michael Baldwin, born 1945)",12,,668,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/7ea2ebe2d0196953a4d9ae1b2bd48db3
663,669,"Artschwager, Richard",6,Male,669,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/fdb8d701de5a9df015a04991b147ef8e
664,670,"Askew, Victor",1,Male,670,
665,671,"Atkinson, Conrad",10,Male,671,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/82c6251789aff92b7f36be079919f079
666,672,"Atkinson, Lawrence",1,Male,672,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/bc9f7220726b0edac6f2efc9c4059c0d
667,673,"Atlan, Jean-Michel",1,Male,673,
668,674,"Atwood, Clare",1,Female,674,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a2ea3bb28589f14dbc1a543c630a6aa2
669,675,"Auerbach, Arnold",2,Male,675,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/590b9260cc90a467239a39a5ada6a6f3
670,676,"Auerbach, Frank",76,Male,676,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/331d6c7b0c27bb0b1dbea042e098467f
671,677,"Austin, Robert",4,Male,677,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/469bef05f5ca2311e4ce4ed017c66ca9
672,678,"Avery, Milton",2,Male,678,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/863cc0e39131ea37ac2380935bee2a09
673,679,"Ayot, Pierre",1,Male,679,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5d81f18d5ff14184940f64c987a07511
674,680,"Ayres, OBE Gillian",15,Female,680,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/05037533fc11a35b4ca529a22ef46b86
675,681,"Ayrton, Michael",11,Male,681,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/2a760508eaba5290a91b75a43c1f61c4
676,682,"Bacon, Francis",50,Male,682,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/eb96088c4c3db9e13c5268f9366da5c5
677,683,"Bacon, John Henry F.",1,Male,683,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/44464b47a5a7b6e2416febbb6067f6be
678,684,"Baer, Jo",1,Female,684,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ed3cabf8e00b26f5f2ca97f9a71952ca
679,685,"Baertling, Olle",2,Male,685,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/65bf96105248ae242ec2c7a60e23e786
680,686,"Baj, Enrico",2,Male,686,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/62522a83614d89e54b1f026b4245a163
681,687,"Baldessari, John",13,Male,687,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/acb8ee24d8164144b16a550f8de6e74b
682,688,"Balla, Giacomo",1,Male,688,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/696a372e6c403184c8c8c172be548b1f
683,689,"Klossowski de Rola, Balthus",3,Male,689,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/4cd51965e63c9c3a9ee9e63c5064e833
684,690,"Banc, Jef",1,Male,690,
685,691,"Banting, John",7,Male,691,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/833994ea2a11dc740375e8e78ecc9f7a
686,692,"Baran, Stefan",2,Male,692,
687,693,"Barker, Clive",4,Male,693,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6f5573ded5f2a7abfff24f5a1cd0765e
688,694,"Barker, Margaret",1,Female,694,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/406e9caad7ce0dbc767a35b0f344e311
689,695,"Barlach, Ernst",1,Male,695,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/f934fd2438e075d965902db3b8e90baa
690,696,"Barni, Roberto",2,Male,696,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/83fc2992e295be98692715790869ca88
691,697,"Barns-Graham, Wilhelmina",30,Female,697,
692,698,"Bartlett, Jennifer",2,Female,698,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/565f59f54dc1416781bfecb6c6a9ed9a
693,699,"Baselitz, Georg",68,Male,699,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d47d7a123d787cf3ce7f4bf1bb3b7c01
694,700,"Baskin, Leonard",1,Male,700,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/cfb927543d384956ba0b38c15d64ec51
695,701,"Bateman, James",3,Male,701,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/8414950841447a60c4c9e873a7cc9fb2
696,702,"Bates, Maxwell",1,Male,702,
697,703,"Bauchant, André",2,Male,703,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b702dfdec64daa030e82ee5ae7a79102
698,704,"Bauer, Marius",1,Male,704,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/22ff12593ba0f7968ec3db1597dfd965
699,705,"Baumeister, Willi",1,Male,705,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c8a0124195ec9f2b92468a1fe55cd06b
700,706,"Baumgarten, Lothar",12,Male,706,
701,707,"Bawden, Edward",23,Male,707,
702,708,"Bawden, Richard",2,Male,708,
703,709,"Baxter, Glen",7,Male,709,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a7a503f2d40cad60d3474119c62ac39c
704,710,"Baxter, Iain",1,Male,710,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e08ffe05ec1b4ae7380ed6c403166080
705,711,"Bayer, Herbert",13,Male,711,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ccdb523c542d9c0e70a7f318cdd492a1
706,712,"Bayes, Gilbert",1,Male,712,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/a7cfee5ade58878f64012cf4eda3b44d
707,713,"Bayes, Walter",2,Male,713,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/91ceef5e45c7f2b5f36f9ea8c5ccf124
708,714,"Baziotes, William",1,Male,714,
709,715,"Beament, Tib",1,Male,715,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/6774b94c782810ff76ca5a723cbb3795
710,716,"Beardsley, Aubrey",8,Male,716,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/0f4a3e79f9f406cc26a659894cef048a
711,717,"Beattie, Basil",11,Male,717,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/bef1117f2770559a0a605fe9a8a09d94
712,718,"Becher, Prof. Bernd",2,,718,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/e96edac3e59a2e6434e3759300a5ef6b
713,719,"Becker, Harald",1,Male,719,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/c9c544b21f87048cd796822e0c455fe8
714,720,"Beckmann, Max",2,Male,720,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d86aa938cc22e91a733b00f1a0299525
715,721,"Beer, Richard",7,Male,721,
716,722,"Beerbohm, Sir Max",28,Male,722,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/ad431cb1c874b8a8fc93b53b2f9311ce
717,723,"Beeton, Alan",1,Male,723,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/14f6d73cd8aab2b4262473e0dee5f4d4
718,724,"Beggs, Guy",1,Male,724,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/b998786d121d7b10a0fd0871dc3bd617
719,725,"Belcher, George",2,Male,725,
720,726,"Bell, Graham",2,Male,726,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/da99ec15071f0f99032cd9d3ddf99f04
721,727,"Bell, Larry",6,Male,727,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/5dba71a1fd6eb3e2c79c80e9ffa5c2ff
722,728,"Bell, Laura Anning",1,Female,728,
723,729,"Bell, Robert Anning",4,Male,729,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/d998cd8e4bb39a2866d70bcbdd14ebea
724,730,"Bell, Trevor",15,Male,730,https://public.opendatasoft.com/api/v2/catalog/datasets/the-tate-collection/files/df29fc2b55cccf10bbf441b8beec166f
